Date,Spread,Mcap,P/B,P/E,Close,Volatility,30y_yield,AA Yield,Mkt_rf,smb,hml,rf,Yield,3m,Inflation
2009-09-04,1.25,8.843M,2.0754,21.3317,1016.4,16.86,4.2666,5.12,-1.08,-0.05,-1.98,0.002,2.18,0.131,-1.5
2009-09-11,1.21,9.084M,2.1282,21.9041,1042.73,16.9,4.1797,5.18,2.8,1.53,1.66,0.002,2.13,0.14,
2009-09-18,1.21,9.31M,2.1803,22.446,1068.3,16.44,4.2169,5.15,2.59,1.16,2.03,0.002,2.08,0.084,
2009-09-25,1.13,9.106M,2.1228,22.2134,1044.38,16.2,4.09,5.14,-2.3,-0.51,-1.83,0.002,2.13,0.101,
2009-10-02,1.14,8.941M,2.0589,22.5281,1025.21,15.82,3.9962,5,-1.89,-1.19,-0.74,0.001,2.18,0.093,-1.3
2009-10-09,1.16,9.344M,2.1512,23.7547,1071.49,17.02,4.2229,5.06,4.72,1.13,2.86,0.001,2.08,0.069,
2009-10-16,1.17,9.431M,2.1796,24.1254,1087.68,15.57,4.2443,5.21,1.37,-0.62,-0.4,0.001,2.06,0.062,
2009-10-23,1.14,9.388M,2.1626,23.9684,1079.6,16.47,4.2923,5.17,-0.87,-1.55,-1.48,0.001,2.07,0.056,
2009-10-30,1.12,9.012M,2.0742,23.0457,1036.2,20.45,4.2253,5.22,-4.48,-2.32,-3.49,0.001,2.15,0.05,
2009-11-06,1.12,9.287M,2.1381,23.7168,1069.3,20.12,4.3974,5.27,3.37,0.11,0.09,0,2.1,0.047,-0.2
2009-11-13,1.11,9.496M,2.1866,24.2615,1093.48,19.24,4.3516,5.28,2.12,-1.46,0.78,0,2.05,0.057,
2009-11-20,1.11,9.485M,2.185,24.2113,1091.38,19.67,4.2948,5.16,-0.19,0.11,-0.58,0,2.05,0.01,
2009-11-27,1.17,9.504M,2.1847,24.2618,1091.49,19.95,4.1998,5.07,-0.09,-0.68,-1.21,0,2.06,0.02,
2009-12-04,1.18,9.654M,2.2114,24.5502,1105.98,19.41,4.3947,5.11,1.58,2.71,0.59,0.001,2.03,0.044,1.8
2009-12-11,1.12,9.652M,2.2015,24.4908,1106.41,14.47,4.5009,5.25,0.12,-0.38,-0.01,0.001,2.03,0.025,
2009-12-18,1.07,9.655M,2.1936,24.4027,1102.47,14.33,4.4575,5.26,-0.01,1.8,0.3,0.001,2.04,0.042,
2009-12-25,1.09,9.929M,2.2346,26.5824,1126.48,12.7,4.6834,5.32,2.35,1.56,0,0.001,1.98,0.045,
2010-01-01,1.07,9.818M,2.1607,19.2747,1115.1,12.36,4.6281,5.34,-1.01,-0.23,-0.08,0.001,2,0.061,2.7
2010-01-08,1.04,10.079M,2.2171,19.6894,1144.98,11.82,4.715,5.3,2.89,0.21,3.92,0.001,1.96,0.045,
2010-01-15,1.01,10.00M,2.1998,19.5357,1136.03,10.79,4.5814,5.24,-0.91,0.1,-1.53,0.001,1.98,0.057,
2010-01-22,0.94,9.594M,2.114,18.7738,1091.76,14.52,4.5312,5.22,-3.57,0.91,-1.88,0.001,2.06,0.049,
2010-01-29,0.95,9.434M,2.076,18.413,1073.87,14.95,4.4884,5.28,-1.7,-0.71,0.09,0.001,2.09,0.074,
2010-02-05,0.96,9.366M,2.0576,18.1972,1066.19,17.93,4.5186,5.29,-0.81,-0.71,-0.07,0,2.11,0.09,2.6
2010-02-12,1,9.45M,2.0751,18.3582,1075.51,18.59,4.6463,5.36,1.41,2.33,0.77,0,2.1,0.092,
2010-02-19,1.01,9.752M,2.1236,18.9785,1109.17,18.89,4.7031,5.44,3.18,-0.02,1.62,0,2.01,0.099,
2010-02-26,1.02,9.728M,2.1147,18.8996,1104.49,19.02,4.5566,5.31,-0.37,-0.36,0.86,0,2.02,0.12,
2010-03-05,1.02,10.038M,2.1772,19.4349,1138.7,16.54,4.6423,5.24,3.46,2.56,1.18,0.002,1.95,0.148,2.1
2010-03-12,1.02,10.147M,2.1985,19.6299,1149.99,15.49,4.6248,5.28,1.18,0.39,0.58,0.002,1.93,0.147,
2010-03-19,1,10.251M,2.2172,19.7958,1159.9,10.63,4.5794,5.21,0.61,-1.12,-0.7,0.002,1.92,0.149,
2010-03-26,0.98,10.313M,2.226,19.9406,1166.59,9.59,4.7457,5.3,0.66,0.05,1.16,0.002,1.91,0.14,
2010-04-02,0.99,10.41M,2.21,18.0469,1178.1,8.66,4.806,5.36,1.02,-0.39,0.7,0.003,1.89,0.162,2.3
2010-04-09,1,10.561M,2.2356,18.2502,1194.37,7.63,4.7397,5.38,1.63,1.11,2.14,0.003,1.86,0.152,
2010-04-16,0.98,10.545M,2.2314,18.2145,1192.13,8.84,4.6705,5.28,0.1,2.71,-0.57,0.003,1.87,0.156,
2010-04-23,0.95,10.769M,2.2785,18.5976,1217.28,9.17,4.6597,5.25,2.19,1.7,1.93,0.003,1.83,0.155,
2010-04-30,0.94,10.491M,2.2181,18.0949,1186.69,13.44,4.5172,5.2,-2.62,-0.65,-1.4,0.003,1.88,0.159,2.2
2010-05-07,0.98,9.823M,2.0748,16.8749,1110.89,19,4.2749,5,-6.78,-2.12,-2.17,0.003,2.01,0.125,
2010-05-14,1.05,10.053M,2.1212,17.2433,1135.68,24.19,4.3357,5.07,2.8,3.74,0.1,0.003,1.96,0.15,
2010-05-21,1.13,9.635M,2.0316,16.5151,1087.69,27.24,4.0991,4.87,-4.49,-2.33,-1.15,0.003,2.05,0.157,
2010-05-28,1.19,9.655M,2.0342,16.5446,1089.41,28.9,4.2088,4.91,0.62,1.36,0.99,0.003,2.05,0.16,
2010-06-04,1.25,9.435M,1.9877,16.1166,1064.88,31.6,4.1299,4.98,-2.43,-1.42,-2.2,0.003,2.1,0.126,2
2010-06-11,1.33,9.671M,2.034,16.588,1091.6,32.35,4.1493,4.9,2.46,-0.43,-0.23,0.003,2.04,0.074,
2010-06-18,1.39,9.897M,2.0828,16.98,1117.51,30.38,4.1439,4.93,2.41,0.37,0.34,0.003,2,0.099,
2010-06-25,1.38,9.534M,2.0054,16.3891,1076.77,27.03,4.0625,4.84,-3.52,0.24,-0.39,0.003,2.07,0.132,
2010-07-02,1.37,9.062M,1.8867,14.1944,1022.58,25.37,3.9425,4.69,-5.26,-1.51,-1.96,0.004,2.2,0.165,1.1
2010-07-09,1.36,9.546M,1.9895,14.9273,1077.96,25.34,4.0361,4.72,5.39,-0.8,1.17,0.004,2.09,0.15,
2010-07-16,1.33,9.443M,1.96,14.7199,1064.88,22.96,3.9379,4.75,-1.36,-1.2,-1.17,0.004,2.11,0.15,
2010-07-23,1.27,9.765M,2.0293,15.2323,1102.66,22.31,4.0142,4.69,3.91,2.8,-0.27,0.004,2.04,0.15,
2010-07-30,1.18,9.725M,2.0267,15.214,1101.6,21.55,3.9881,4.76,-0.13,-0.01,1.02,0.004,2.05,0.145,
2010-08-06,1.13,9.894M,2.062,15.43,1121.64,21.37,3.994,4.73,1.68,-1.59,-0.65,0.003,2.01,0.142,1.2
2010-08-13,1.18,9.524M,1.9844,14.8494,1079.25,20.83,3.8538,4.6,-4.01,-2.47,-0.56,0.003,2.1,0.152,
2010-08-20,1.16,9.455M,1.9702,14.7495,1071.69,19.52,3.6601,4.4,-0.42,1.01,-0.99,0.003,2.11,0.15,
2010-08-27,1.2,9.416M,1.9565,14.6466,1064.59,18.16,3.6896,4.31,-0.51,1.14,-0.18,0.003,2.13,0.143,
2010-09-03,1.2,9.778M,2.0289,15.1617,1104.51,19,3.7811,4.39,3.85,0.03,0.77,0.003,2.05,0.13,1.1
2010-09-10,1.16,9.819M,2.0378,15.22,1109.55,19.37,3.8687,4.5,0.31,-1.31,-0.22,0.003,2.04,0.137,
2010-09-17,1.14,9.963M,2.0679,15.4401,1125.59,18.36,3.9033,4.59,1.69,1.06,-1.75,0.003,2.01,0.152,
2010-09-24,1.11,10.166M,2.1059,15.8044,1148.67,17.6,3.794,4.55,2.16,1.18,-0.91,0.003,1.97,0.145,
2010-10-01,1.06,10.15M,2.0237,14.8738,1146.24,16.55,3.7147,4.52,0.11,1.4,-0.12,0.003,1.98,0.155,1.1
2010-10-08,1.03,10.31M,2.052,15.118,1165.15,16.09,3.7489,4.56,1.69,0.6,0.12,0.003,1.95,0.12,
2010-10-15,1.04,10.412M,2.0691,15.2615,1176.19,12.54,3.9791,4.7,1.01,1.28,-2.01,0.003,1.93,0.14,
2010-10-22,1.05,10.471M,2.0812,15.351,1183.08,12.99,3.9293,4.71,0.46,-0.65,0.37,0.003,1.92,0.125,
2010-10-29,1.03,10.465M,2.0805,15.3444,1183.26,12.35,3.9828,4.77,0.24,-0.04,-1.08,0.003,1.92,0.116,
2010-11-05,1.04,10.836M,2.1536,15.8359,1225.85,11.38,4.1192,4.75,3.66,0.98,1.45,0.003,1.85,0.12,1.2
2010-11-12,1.05,10.606M,2.1055,15.4902,1199.21,12.16,4.2844,4.9,-2.01,0.06,-0.55,0.003,1.9,0.13,
2010-11-19,1.05,10.622M,2.1056,15.502,1199.73,12.57,4.2444,4.98,0.26,0.78,-0.6,0.003,1.9,0.135,
2010-11-26,1.05,10.531M,2.0874,15.3685,1189.4,14.06,4.2093,4.9,-0.5,2.07,-1.58,0.003,1.92,0.157,
2010-12-03,1.05,10.842M,2.1471,15.7957,1224.71,14.72,4.3143,4.9,3,-0.22,1.13,0.003,1.86,0.137,1.1
2010-12-10,1.06,10.994M,2.1707,15.9928,1240.4,14.77,4.4289,5.03,1.48,0.97,1.54,0.003,1.84,0.122,
2010-12-17,1.1,11.029M,2.1765,16.0355,1243.91,13.73,4.4367,5.08,0.37,0.14,-0.94,0.003,1.84,0.106,
2010-12-24,1.08,11.178M,2.204,16.2531,1256.77,13.44,4.4698,5.01,1.05,0.08,1.54,0.003,1.81,0.137,
2010-12-31,1.09,11.186M,2.1767,15.6164,1257.64,10.84,4.3341,4.98,0.04,-0.61,0.65,0.003,1.81,0.125,1.5
2011-01-07,1.08,11.306M,2.1985,15.7744,1271.5,8.97,4.4846,5.01,1.14,-0.67,0.4,0.002,1.94,0.14,
2011-01-14,1.06,11.505M,2.2359,16.0432,1293.24,6.13,4.5301,5.01,1.76,0.81,0.52,0.002,1.91,0.15,
2011-01-21,1.05,11.418M,2.2167,15.9229,1283.35,7.05,4.565,5.07,-1.25,-3.12,0.25,0.002,1.93,0.155,
2011-01-28,1.02,11.349M,2.2038,15.8178,1276.34,8.86,4.5282,5.06,-0.38,0.76,-0.16,0.002,1.94,0.145,
2011-02-04,0.98,11.664M,2.2605,16.2024,1310.87,10.13,4.7275,5.19,2.77,0.44,-0.7,0.003,1.89,0.15,1.6
2011-02-11,0.94,11.827M,2.2921,16.4284,1329.15,10.34,4.6876,5.28,1.67,0.98,0.74,0.003,1.87,0.117,
2011-02-18,0.89,11.952M,2.3159,16.5986,1343.01,9.92,4.6836,5.26,1.08,0.4,0.57,0.003,1.85,0.094,
2011-02-25,0.9,11.733M,2.276,16.3145,1319.88,12.25,4.496,5.16,-1.73,0.04,-0.01,0.003,1.9,0.13,
2011-03-04,0.91,11.778M,2.2755,16.2856,1321.15,13.89,4.5963,5.14,0.19,0.3,-0.7,0.002,1.9,0.116,2.1
2011-03-11,0.91,11.619M,2.2464,16.077,1304.28,14.53,4.548,5.17,-1.43,-1.62,0.89,0.002,1.93,0.074,
2011-03-18,0.91,11.398M,2.2032,15.7679,1279.21,15.73,4.4166,5.07,-1.81,0.79,0.02,0.002,1.96,0.069,
2011-03-25,0.9,11.71M,2.2593,16.204,1313.8,16.48,4.5002,5.1,2.94,1.4,-1.19,0.002,1.91,0.085,
2011-04-01,0.9,11.842M,2.2462,15.7514,1332.41,16.65,4.4853,5.15,1.59,1.17,-0.48,0.001,1.88,0.061,2.7
2011-04-08,0.91,11.811M,2.23,15.6298,1328.17,14.94,4.6417,5.19,-0.3,-0.25,-0.18,0.001,1.9,0.041,
2011-04-15,0.91,11.736M,2.2157,15.5283,1319.68,12.98,4.4684,5.16,-0.69,-0.18,-1.12,0.001,1.92,0.063,
2011-04-22,0.81,11.897M,2.2453,15.7367,1337.39,12.43,4.4646,5.16,1.36,0.19,-1.19,0.001,1.9,0.053,
2011-04-29,0.8,12.131M,2.2898,16.0385,1363.61,9.33,4.3968,5.13,2.01,0.09,-0.27,0.001,1.86,0.041,
2011-05-06,0.82,11.914M,2.2479,15.7321,1340.2,9.07,4.2855,5,-1.88,-1.86,-0.36,0,1.9,0.008,3.2
2011-05-13,0.85,11.886M,2.2437,15.7024,1337.77,9.96,4.3078,4.98,-0.06,0.59,-1.45,0,1.91,0.025,
2011-05-20,0.83,11.847M,2.2361,15.6493,1333.27,10.67,4.2976,4.93,-0.37,-0.76,0.05,0,1.91,0.046,
2011-05-27,0.79,11.827M,2.2283,16.1486,1331.1,11.1,4.2424,4.95,0.03,1.05,-0.25,0,1.92,0.046,
2011-06-03,0.76,11.556M,2.1745,15.7546,1300.16,12.48,4.2224,4.94,-2.5,-0.88,-0.07,0.001,1.97,0.033,3.6
2011-06-10,0.76,11.297M,2.1257,15.3993,1270.98,12.86,4.1816,4.97,-2.38,-0.96,0.05,0.001,2.01,0.043,
2011-06-17,0.75,11.306M,2.1257,15.3975,1271.5,14.22,4.205,4.98,0.01,-0.01,0.97,0.001,2.01,0.031,
2011-06-24,0.77,11.279M,2.1191,15.3722,1268.45,14.52,4.1832,4.95,0.22,2.37,-1.25,0.001,2.02,0.01,
2011-07-01,0.77,11.909M,2.1861,15.7971,1339.67,16.16,4.3908,5.11,5.58,-0.5,-0.21,-0.001,1.92,0.018,3.6
2011-07-08,0.77,11.991M,2.1961,15.8131,1343.8,16.11,4.2824,5.07,0.52,1.14,-1.72,-0.001,1.92,0.025,
2011-07-15,0.82,11.751M,2.1513,15.4872,1316.14,15.17,4.2465,4.89,-2.15,-0.29,-0.34,-0.001,1.96,0.008,
2011-07-22,0.84,12.022M,2.1985,15.827,1345.02,15.23,4.2575,4.91,2.06,-0.79,0.1,-0.001,1.92,0.033,
2011-07-29,0.88,11.538M,2.1117,15.1964,1292.28,15.66,4.1184,4.84,-4.11,-1.3,0.85,-0.001,2,0.094,
2011-08-05,0.95,10.695M,1.9583,14.0757,1199.38,22.1,3.8458,4.43,-7.74,-2.26,-0.26,0.002,2.17,0.008,3.6
2011-08-12,0.99,10.494M,1.9248,13.8347,1178.81,37.56,3.7257,4.32,-1.59,-1.06,-3.45,0.002,2.21,0.013,
2011-08-19,0.98,9.994M,1.8347,13.1874,1123.53,40.02,3.3904,4.31,-5.05,-1.55,1.63,0.002,2.32,0.003,
2011-08-26,1.03,10.462M,1.9217,13.8124,1176.8,42.41,3.535,4.37,5.01,1.11,-1.2,0.002,2.21,-0.003,
2011-09-02,1.06,10.434M,1.9156,13.7637,1173.97,43.4,3.2969,4.34,-0.21,-0.88,-0.93,0,2.22,0.018,3.8
2011-09-09,1.13,10.258M,1.8835,13.53,1154.23,44.83,3.2463,4.11,-1.56,0.4,-0.3,0,2.26,0.008,
2011-09-16,1.19,10.803M,1.9843,14.2543,1216.01,42.66,3.313,4.14,5.47,0.29,-0.21,0,2.15,0.003,
2011-09-23,1.2,10.099M,1.856,13.3505,1136.43,31.4,2.9002,3.98,-6.77,-1.49,-1.77,0,2.3,-0.003,
2011-09-30,1.25,10.066M,1.8352,12.9296,1131.42,29.82,2.9134,4.06,-0.62,-0.87,2.3,0,2.31,0.023,3.9
2011-10-07,1.35,10.277M,1.8736,13.1498,1155.46,30.21,3.0167,3.91,2.27,0.26,-1.57,0,2.27,0.008,
2011-10-14,1.42,10.89M,1.9856,13.9362,1224.58,30.01,3.2315,4.1,6.28,2.13,-0.18,0,2.14,0.015,
2011-10-21,1.43,11.015M,2.0078,14.0866,1238.25,29.22,3.2638,3.98,0.95,-1.8,2.37,0,2.13,0.018,
2011-10-28,1.39,11.417M,2.0834,14.6146,1285.09,30.97,3.3754,3.97,4.09,2.37,0.38,0,2.05,0.003,
2011-11-04,1.27,11.104M,2.0321,14.2442,1253.23,30.23,3.0916,3.84,-2.28,0.87,-1.95,0,2.1,-0.003,3.5
2011-11-11,1.24,11.168M,2.0494,14.3659,1263.86,29.38,3.13,3.88,0.61,-1.04,0.59,0,2.09,0.003,
2011-11-18,1.27,10.737M,1.9712,13.8187,1215.65,27.78,2.9941,3.89,-3.69,0.5,-0.2,0,2.17,0.003,
2011-11-25,1.31,10.235M,1.8793,13.1714,1158.67,28.41,2.9191,3.8,-4.85,-2.39,-0.35,0,2.28,0.018,
2011-12-02,1.28,10.988M,2.0185,14.1367,1244.28,30.64,3.0237,4,7.68,2.2,0.62,0,2.13,-0.003,3.4
2011-12-09,1.28,11.09M,2.0301,14.2172,1255.19,29.1,3.1072,4.02,0.86,0.44,0.13,0,2.12,0.003,
2011-12-16,1.28,10.78M,1.9784,13.8551,1219.66,26.38,2.8511,3.92,-2.88,-0.38,0.58,0,2.17,-0.003,
2011-12-23,1.36,11.205M,2.0562,14.39,1265.33,24.86,3.0568,3.88,3.66,-0.53,1.49,0,2.09,-0.003,
2011-12-30,1.39,11.134M,2.0432,14.3045,1257.61,24.04,2.8941,3.82,-0.62,-0.1,-0.52,0,2.1,0.013,
2012-01-06,1.41,11.31M,2.084,13.7797,1277.81,22.24,3.0156,3.87,1.7,-0.62,0.88,0,2.25,0.01,3
2012-01-13,1.36,11.408M,2.1024,13.9012,1289.09,16.88,2.91,3.85,1.18,0.86,0.17,0,2.23,0.023,
2012-01-20,1.38,11.64M,2.145,14.1835,1315.38,16.96,3.0998,3.82,2.13,0.56,-0.12,0,2.18,0.043,
2012-01-27,1.39,11.649M,2.1378,14.1421,1316.33,13.16,3.0574,3.9,0.33,1.72,-1.56,0,2.2,0.053,
2012-02-03,1.33,11.891M,2.1822,14.4444,1344.9,10.37,3.1192,3.8,2.5,1.6,0.48,0.001,2.16,0.074,2.9
2012-02-10,1.28,11.872M,2.1786,14.4215,1342.64,9.04,3.1404,3.89,-0.23,-1.65,-0.21,0.001,2.17,0.084,
2012-02-17,1.31,12.038M,2.2086,14.6199,1361.23,8.64,3.1476,3.84,1.6,0.28,0.51,0.001,2.15,0.079,
2012-02-24,1.3,12.068M,2.2159,14.6702,1365.74,8.56,3.0992,3.85,0.26,-0.57,-1.06,0.001,2.14,0.094,
2012-03-02,1.26,12.092M,2.2273,14.7501,1369.63,8.23,3.1024,3.82,0.05,-3.31,0.41,0.001,2.13,0.064,2.9
2012-03-09,1.23,12.102M,2.2245,14.7887,1370.87,9.77,3.1778,3.88,0.32,1.69,0.14,0.001,2.12,0.084,
2012-03-16,1.23,12.416M,2.2717,15.0845,1404.17,10.04,3.4061,4.05,2.29,-0.83,1.6,0.001,2.08,0.084,
2012-03-23,1.25,12.349M,2.2681,15.0804,1397.11,10.22,3.3051,4.09,-0.44,0.6,-0.26,0.001,2.1,0.074,
2012-03-30,1.25,12.448M,2.2828,15.1992,1408.47,10.46,3.3358,4,0.74,-0.65,-0.35,0.001,2.08,0.069,
2012-04-06,1.26,12.338M,2.2138,14.8358,1398.08,11.17,3.2157,4.03,-0.71,-0.6,-0.66,0.001,2.1,0.074,2.7
2012-04-13,1.25,12.097M,2.1693,14.5404,1370.26,13.98,3.1273,3.94,-2.05,-0.18,-0.21,0.001,2.15,0.084,
2012-04-20,1.22,12.191M,2.1824,14.6282,1378.53,13.57,3.124,3.93,0.56,0.23,0.31,0.001,2.15,0.069,
2012-04-27,1.2,12.407M,2.2215,14.8911,1403.36,13.43,3.1224,3.95,1.87,0.71,-0.18,0.001,2.12,0.089,
2012-05-04,1.2,12.099M,2.1549,14.4601,1369.1,14.34,3.0709,3.95,-2.68,-1.57,-0.03,0.002,2.18,0.074,2.3
2012-05-11,1.21,11.96M,2.1287,14.2934,1353.39,13.69,3.0103,3.87,-0.99,0.93,0.03,0.002,2.2,0.094,
2012-05-18,1.26,11.445M,2.0372,13.68,1295.22,13.9,2.8064,3.72,-4.47,-0.37,-0.34,0.002,2.3,0.079,
2012-05-25,1.33,11.644M,2.0736,13.9205,1317.82,12.72,2.8412,3.76,1.95,0.49,-0.95,0.002,2.26,0.084,
2012-06-01,1.36,11.29M,2.0123,13.4921,1278.05,14.49,2.5194,3.65,-3.15,-0.48,0.23,0.001,2.33,0.068,1.7
2012-06-08,1.36,11.715M,2.0857,13.9874,1325.66,15.68,2.7454,3.67,3.73,0.13,0.1,0.001,2.25,0.079,
2012-06-15,1.38,11.867M,2.1128,14.1683,1342.84,16.51,2.684,3.67,1.07,-1.04,0.56,0.001,2.23,0.091,
2012-06-22,1.38,11.813M,2.1033,14.1189,1335.02,18.07,2.7616,3.64,-0.35,1.11,-0.06,0.001,2.24,0.079,
2012-06-29,1.4,12.046M,2.132,14.3104,1362.16,19.14,2.7533,3.6,2.1,0.93,-0.07,0.001,2.2,0.084,
2012-07-06,1.43,11.988M,2.0944,14.0557,1354.68,19.05,2.6616,3.6,-0.26,1.56,-0.44,0.001,2.22,0.074,1.7
2012-07-13,1.46,12.014M,2.0976,14.077,1356.78,17.26,2.5727,3.44,-0.05,-1.13,0.72,0.001,2.22,0.086,
2012-07-20,1.48,12.06M,2.1189,14.2196,1362.66,16.42,2.5448,3.37,0.26,-1.42,-1.59,0.001,2.2,0.089,
2012-07-27,1.51,12.254M,2.1546,14.4613,1385.97,17.01,2.6277,3.26,1.45,-1.36,0.91,0.001,2.17,0.104,
2012-08-03,1.49,12.271M,2.1497,14.4348,1390.99,16.34,2.6435,3.31,0.17,-1.24,0.94,0.001,2.18,0.079,1.4
2012-08-10,1.44,12.385M,2.1712,14.5929,1405.87,13.5,2.7508,3.45,1.37,0.68,0.74,0.001,2.16,0.104,
2012-08-17,1.43,12.496M,2.1904,14.7213,1418.16,12.99,2.9309,3.59,1.13,1.23,-0.11,0.001,2.15,0.069,
2012-08-24,1.42,12.438M,2.1793,14.6499,1411.13,12.15,2.8011,3.54,-0.55,-1.03,0.28,0.001,2.16,0.094,
2012-08-31,1.42,12.395M,2.1696,14.6046,1406.58,11.37,2.6723,3.41,-0.18,0.42,-0.18,0.001,2.17,0.074,1.7
2012-09-07,1.39,12.679M,2.2184,14.9099,1437.92,10.21,2.8245,3.43,2.56,0.77,1.27,0.002,2.13,0.104,
2012-09-14,1.39,12.936M,2.2667,15.2975,1465.77,9.46,3.0884,3.55,2.09,0.58,1.74,0.002,2.07,0.099,
2012-09-21,1.33,12.895M,2.2578,15.238,1460.15,9.57,2.9434,3.55,-0.48,-0.25,-1.02,0.002,2.08,0.104,
2012-09-28,1.32,12.722M,2.2277,15.045,1440.67,10.7,2.823,3.4,-1.41,-0.59,-0.33,0.002,2.11,0.094,
2012-10-05,1.25,12.901M,2.194,15.0735,1460.93,10.34,2.9712,3.44,1.46,-1.1,1.39,0.002,2.14,0.099,2
2012-10-12,1.16,12.617M,2.1454,14.7396,1428.59,10.79,2.8317,3.44,-2.21,-0.19,0.54,0.002,2.19,0.099,
2012-10-19,1.05,12.653M,2.1524,14.7892,1433.19,10.85,2.9339,3.5,0.26,-1.27,1.66,0.002,2.2,0.094,
2012-10-26,1.04,12.458M,2.1204,14.5698,1411.94,10.37,2.9042,3.5,-1.37,0.88,-0.3,0.002,2.23,0.114,
2012-11-02,1.05,12.486M,2.1259,14.5935,1414.2,11.26,2.9066,3.44,0.27,0.13,0.75,0.002,2.23,0.094,2.2
2012-11-09,1.04,12.175M,2.0739,14.2385,1379.85,13.2,2.7408,3.42,-2.33,0.09,-0.71,0.002,2.29,0.094,
2012-11-16,1.01,11.995M,2.0437,14.031,1359.88,13.35,2.7324,3.46,-1.46,-1.04,-0.17,0.002,2.32,0.079,
2012-11-23,0.99,12.424M,2.1177,14.5385,1409.15,15.24,2.8284,3.57,3.72,0.39,0.05,0.002,2.24,0.089,
2012-11-30,1,12.48M,2.1275,14.6044,1416.18,14.9,2.8089,3.56,0.83,1.59,-0.4,0.002,2.23,0.079,1.8
2012-12-07,1,12.501M,2.1299,14.6171,1418.07,13.51,2.8104,3.57,0.13,-0.61,1.27,0.003,2.23,0.084,
2012-12-14,0.98,12.473M,2.1171,14.5618,1413.58,13.11,2.864,3.65,-0.14,0.57,0.71,0.003,2.24,0.028,
2012-12-21,0.97,12.619M,2.1412,14.7327,1430.15,11.63,2.9312,3.73,1.4,1.1,1.46,0.003,2.21,0.058,
2012-12-28,0.96,12.385M,2.0996,14.4438,1402.43,11.4,2.8672,3.65,-1.88,0.09,0.18,0.003,2.26,0.008,
2013-01-04,0.95,12.946M,2.1972,14.7442,1466.47,13.18,3.0972,3.76,4.8,0.8,0.71,0,2.29,0.068,1.7
2013-01-11,0.93,12.994M,2.2056,14.8006,1472.05,12.64,3.0479,3.77,0.44,-0.33,-0.69,0,2.28,0.068,
2013-01-18,0.93,13.118M,2.2265,14.9412,1485.98,12.54,3.0289,3.76,0.98,0.45,-0.01,0,2.26,0.074,
2013-01-25,0.95,13.266M,2.2518,15.1079,1502.96,12.53,3.1333,3.77,1.27,-0.01,0.03,0,2.24,0.074,
2013-02-01,0.94,13.371M,2.2646,15.1994,1513.17,11.6,3.2178,3.91,0.73,-0.12,1.03,0.001,2.24,0.068,1.6
2013-02-08,0.96,13.407M,2.271,15.224,1517.93,11.85,3.1635,3.9,0.45,0.04,-0.05,0.001,2.23,0.068,
2013-02-15,0.95,13.425M,2.2741,15.2436,1519.79,7.28,3.1753,3.91,0.23,0.64,1.14,0.001,2.23,0.099,
2013-02-22,0.94,13.384M,2.2687,15.2008,1515.6,8.76,3.1525,3.93,-0.36,-0.42,-0.53,0.001,2.23,0.124,
2013-03-01,0.94,13.378M,2.2703,15.2177,1518.2,11.18,3.0506,3.84,0.2,-0.46,-0.98,0.001,2.23,0.104,2
2013-03-08,0.93,13.664M,2.3192,15.5486,1551.18,11.42,3.2438,3.92,2.47,0.45,0.7,0.001,2.18,0.089,
2013-03-15,0.91,13.753M,2.3335,15.6438,1560.7,11.02,3.2115,4,0.67,0.27,1.02,0.001,2.17,0.084,
2013-03-22,0.92,13.718M,2.3246,15.6136,1556.89,10.74,3.1476,3.93,-0.21,0.12,-0.79,0.001,2.17,0.068,
2013-03-29,0.91,13.821M,2.3429,15.7373,1569.19,11.05,3.1023,3.99,0.85,-0.22,-0.75,0.001,2.16,0.074,
2013-04-05,0.88,13.679M,2.289,15.4719,1553.28,10.54,2.875,3.82,-1.39,-1.95,0.19,0.001,2.18,0.063,1.5
2013-04-12,0.87,13.993M,2.3413,15.8257,1588.85,8.72,2.9177,3.75,2.38,0.05,-0.29,0.001,2.14,0.063,
2013-04-19,0.86,13.694M,2.2915,15.4908,1555.25,13.03,2.8847,3.68,-2.24,-1.28,-0.65,0.001,2.18,0.048,
2013-04-26,0.83,13.932M,2.3307,15.7578,1582.24,13.34,2.8611,3.7,1.92,0.46,1.31,0.001,2.16,0.053,
2013-05-03,0.83,14.216M,2.3801,16.0669,1614.42,13.7,2.9537,3.69,2.05,0.25,0.01,0,2.11,0.048,1.1
2013-05-10,0.84,14.386M,2.4098,16.2658,1633.7,13.52,3.0943,3.81,1.44,0.65,0.71,0,2.09,0.041,
2013-05-17,0.83,14.687M,2.4595,16.5996,1667.47,13.41,3.1669,3.91,2.14,-0.06,0.5,0,2.05,0.033,
2013-05-24,0.83,14.541M,2.4339,16.4286,1649.6,11.06,3.1721,3.95,-1.07,0.18,0.24,0,2.08,0.038,
2013-05-31,0.84,14.369M,2.4045,16.2278,1630.74,10.31,3.2791,4.06,-0.76,1.1,1.02,0,2.1,0.028,1.4
2013-06-07,0.89,14.487M,2.4187,16.3305,1643.38,11.86,3.3343,4.1,0.73,-0.38,-0.06,0,2.08,0.043,
2013-06-14,0.87,14.342M,2.3939,16.1629,1626.73,12.36,3.3046,4.24,-0.93,0.56,-0.65,0,2.11,0.043,
