Date,Spread,Mcap,Value,P/E,Close,Volatility,30y_yield
02/09/94,0.66,3.003M,2.5843,19.4131,470.99,7.79,7.49
26/08/94,0.66,3.02M,2.6024,19.5093,473.8,7.65,7.482
19/08/94,0.66,2.955M,2.547,19.094,463.68,6.73,7.485
12/08/94,0.67,2.942M,2.5341,18.9975,461.94,6.41,7.482
05/08/94,0.68,2.909M,2.5074,18.7985,457.09,7.23,7.546
29/07/94,0.69,2.916M,2.5177,19.0154,458.26,9.34,7.396
22/07/94,0.69,2.862M,2.5109,19.0355,453.11,9.44,7.564
15/07/94,0.69,2.87M,2.5177,19.0872,454.16,9.32,7.545
08/07/94,0.68,2.844M,2.4941,18.9072,449.55,8.87,7.693
01/07/94,0.69,2.836M,2.4531,18.1993,446.2,8.89,7.614
24/06/94,0.71,2.79M,2.4873,20.4952,442.8,9.28,7.516
17/06/94,0.69,2.887M,2.5675,21.1612,458.45,8.76,7.447
10/06/94,0.66,2.888M,2.5499,21.0602,458.67,8.61,7.314
03/06/94,0.65,2.897M,2.5511,21.046,460.13,9.42,7.273
27/05/94,0.64,2.883M,2.5672,21.3034,457.33,10.64,7.39
20/05/94,0.64,2.866M,2.5541,21.1928,454.92,10.83,7.303
13/05/94,0.62,2.793M,2.4688,20.389,444.14,12.96,7.492
06/05/94,0.62,2.819M,2.4886,20.5528,447.82,13.59,7.541
29/04/94,0.65,2.84M,2.5097,20.7517,450.91,13.58,7.307
22/04/94,0.62,2.796M,2.5123,20.8086,447.63,13.11,7.233
15/04/94,0.64,2.786M,2.4929,20.6407,446.18,12.38,7.289
08/04/94,0.66,2.788M,2.487,20.5553,447.1,12.36,7.264
01/04/94,0.65,2.775M,2.4834,20.4377,445.77,10.16,7.254
25/03/94,0.66,2.848M,2.6089,21.9183,460.58,8.26,7.016
18/03/94,0.64,2.913M,2.6681,22.4124,471.06,7.94,6.919
11/03/94,0.64,2.888M,2.6394,22.1448,466.44,10.67,6.904
04/03/94,0.65,2.879M,2.6306,22.0681,464.74,10.84,6.839
25/02/94,0.68,2.882M,2.6278,22.0547,466.07,10.63,6.713
18/02/94,0.7,2.889M,2.638,22.1327,467.69,9.61,6.625
11/02/94,0.69,2.904M,2.6508,22.2316,470.18,10.08,6.407
04/02/94,0.68,2.901M,2.6474,22.204,469.81,9.81,6.362
28/01/94,0.71,2.95M,2.7193,22.9829,478.7,6.59,6.217
21/01/94,0.72,2.921M,2.6858,22.5046,474.72,6.4,6.281
14/01/94,0.74,2.924M,2.6861,22.4894,474.91,6.53,6.296
07/01/94,0.74,2.89M,2.6576,22.2543,469.9,5.46,6.227
31/12/93,0.77,2.867M,2.6337,22.0648,466.45,5.81,6.348
24/12/93,0.75,2.865M,2.6424,23.6118,467.38,6,6.213
17/12/93,0.75,2.86M,2.6372,23.5625,466.38,6.28,6.279
10/12/93,0.75,2.844M,2.6219,23.4208,463.93,7.66,6.192
03/12/93,0.75,2.847M,2.6253,23.4568,464.89,7.77,6.245
26/11/93,0.75,2.845M,2.6196,23.6012,463.06,7.87,6.26
19/11/93,0.75,2.848M,2.6069,23.4841,462.6,8.37,6.338
12/11/93,0.72,2.859M,2.6188,23.5917,465.39,8,6.145
05/11/93,0.7,2.818M,2.5812,23.2415,459.57,7.69,6.211
29/10/93,0.65,2.867M,2.6252,23.6791,467.83,6.6,5.97
22/10/93,0.63,2.831M,2.6131,23.5785,463.27,7.3,5.976
15/10/93,0.63,2.864M,2.6475,23.8717,469.5,7.8,5.786
08/10/93,0.65,2.81M,2.5941,23.3558,460.31,7.06,5.923
01/10/93,0.66,2.817M,2.5934,23.2953,461.29,7.6,5.99
24/09/93,0.64,2.787M,2.6236,24.65,457.63,7.22,6.048
17/09/93,0.67,2.798M,2.6319,24.7368,458.83,6.48,6.038
10/09/93,0.75,2.811M,2.6349,24.7308,461.72,6.16,5.881
03/09/93,0.73,2.811M,2.6354,24.7154,461.34,5.69,5.944
27/08/93,0.72,2.808M,2.6313,24.7552,460.54,6.08,6.134
20/08/93,0.74,2.785M,2.609,24.5313,456.16,6.13,6.217
13/08/93,0.77,2.746M,2.5678,24.1374,450.14,7.61,6.348
06/08/93,0.78,2.74M,2.5601,24.0587,448.68,8.25,6.526
30/07/93,0.81,2.739M,2.5603,23.916,448.13,8.81,6.564
23/07/93,0.76,2.731M,2.5564,23.9982,447.1,9.07,6.699
16/07/93,0.74,2.722M,2.5498,23.93,445.75,9.14,6.539
09/07/93,0.73,2.742M,2.5597,24.0007,448.13,9.33,6.637
02/07/93,0.72,2.727M,2.5485,24.3401,445.84,8.59,6.663
25/06/93,0.72,2.74M,2.5845,23.6601,447.6,9.89,6.7
18/06/93,0.74,2.716M,2.5575,23.3734,443.68,10.12,6.806
11/06/93,0.75,2.738M,2.5747,23.5165,447.26,9.66,6.803
04/06/93,0.77,2.755M,2.5834,23.5155,450.06,9.97,6.908
28/05/93,0.81,2.758M,2.5854,23.5375,450.19,10.35,6.978
21/05/93,0.8,2.735M,2.5722,23.4626,445.84,9.7,7.031
14/05/93,0.77,2.696M,2.5367,23.1358,439.56,8.77,6.945
07/05/93,0.76,2.712M,2.5517,23.2664,442.31,10.15,6.844
30/04/93,0.75,2.697M,2.5303,23.0531,440.19,10.3,6.933
23/04/93,0.71,2.674M,2.5139,22.8075,437.03,10.04,6.79
16/04/93,0.62,2.741M,2.582,23.4195,448.94,11.53,6.755
09/04/93,0.64,2.704M,2.5407,23.051,441.84,11.53,6.847
02/04/93,0.59,2.705M,2.5433,23.0869,441.39,12.22,7.054
26/03/93,0.56,2.746M,2.5861,24.8012,447.78,12.89,6.938
19/03/93,0.55,2.761M,2.6019,24.9464,450.18,12.9,6.802
12/03/93,0.57,2.757M,2.5968,24.8853,449.83,13.09,6.858
05/03/93,0.56,2.739M,2.5773,24.7143,446.11,11.63,6.737
26/02/93,0.61,2.724M,2.5524,24.5244,443.38,11.01,6.897
19/02/93,0.68,2.666M,2.5032,24.065,434.22,10.5,7.006
12/02/93,0.74,2.733M,2.5645,24.6342,444.58,7.73,7.124
05/02/93,0.72,2.76M,2.5905,24.8762,448.93,7.51,7.161
29/01/93,0.71,2.697M,2.5327,24.4853,438.78,7.47,7.197
22/01/93,0.75,2.678M,2.5184,24.3793,436.11,7.47,7.29
15/01/93,0.77,2.679M,2.5169,24.375,437.15,7.74,7.346
08/01/93,0.82,2.632M,2.473,23.9445,429.05,7.34,7.465
01/01/93,0.85,2.676M,2.5094,24.4126,435.71,7.24,7.396
25/12/92,0.82,2.685M,2.4186,26.0763,439.77,7.35,7.361
18/12/92,0.83,2.694M,2.4208,26.0494,441.28,7.44,7.425
11/12/92,0.82,2.647M,2.3786,25.5969,433.73,7.36,7.438
04/12/92,0.86,2.632M,2.3691,25.4676,432.06,7.56,7.487
27/11/92,0.85,2.623M,2.3639,25.4592,430.16,7.73,7.591
20/11/92,0.84,2.602M,2.3447,25.2575,426.65,7.58,7.534
13/11/92,0.86,2.576M,2.3178,24.9573,422.43,9.23,7.565
06/11/92,0.91,2.549M,2.2919,24.6634,417.58,10.32,7.756
30/10/92,0.89,2.558M,2.2974,24.8577,418.68,10.67,7.626
23/10/92,0.89,2.524M,2.2709,24.5622,414.1,10.93,7.645
16/10/92,0.88,2.505M,2.2554,24.4103,411.73,12,7.531
09/10/92,0.8,2.451M,2.2063,23.8691,402.66,11.37,7.524
02/10/92,0.71,2.496M,2.2487,24.387,410.47,10.65,7.334
25/09/92,0.73,2.525M,2.3015,25.595,414.35,10.11,7.359
18/09/92,0.67,2.58M,2.3526,26.1677,422.93,9.1,7.322
11/09/92,0.67,2.56M,2.3284,25.9013,419.58,7.17,7.293
04/09/92,0.75,2.544M,2.3111,25.8882,417.08,8.43,7.28
28/08/92,0.72,2.528M,2.2977,25.7507,414.84,8.48,7.423
21/08/92,0.71,2.528M,2.2978,25.7334,414.85,8.22,7.35
14/08/92,0.69,2.56M,2.3267,26.0329,419.91,8.73,7.324
07/08/92,0.69,2.562M,2.3217,25.9622,418.88,10.08,7.396
31/07/92,0.7,2.595M,2.3525,26.381,424.21,9.64,7.458
24/07/92,0.76,2.509M,2.2823,25.5784,411.6,9.82,7.572
17/07/92,0.78,2.525M,2.3022,25.8223,415.62,10.09,7.678
10/07/92,0.81,2.518M,2.2968,25.7627,414.62,10.33,7.633
03/07/92,0.82,2.495M,2.2817,25.6027,411.77,10.03,7.629
26/06/92,0.82,2.447M,2.3157,26.6707,403.45,9.22,7.782
19/06/92,0.8,2.451M,2.3162,26.7092,403.67,9.95,7.83
12/06/92,0.84,2.488M,2.3444,26.8832,409.76,9.19,7.858
05/06/92,0.84,2.544M,2.3499,26.7373,413.48,9.2,7.847
29/05/92,0.87,2.559M,2.3549,26.6427,415.35,9.9,7.837
22/05/92,0.84,2.518M,2.3507,26.6841,414.02,10.58,7.822
15/05/92,0.85,2.493M,2.3199,26.2519,410.09,13.22,7.819
08/05/92,0.85,2.524M,2.349,26.3948,416.05,12.87,7.895
01/05/92,0.86,2.531M,2.3294,26.1885,412.53,13.09,8.013
24/04/92,0.91,2.506M,2.3237,26.3213,409.02,12.87,8.042
17/04/92,0.88,2.547M,2.366,26.778,416.05,12.15,7.938
10/04/92,0.87,2.47M,2.2989,26.0294,404.29,11.42,7.886
03/04/92,0.86,2.451M,2.2806,25.7651,401.55,8.2,7.876
27/03/92,0.89,2.462M,2.2512,25.956,403.5,9.72,7.94
20/03/92,0.93,2.508M,2.2957,26.4777,411.3,9.99,8.046
13/03/92,0.89,2.475M,2.2641,26.1177,405.84,10.34,8.066
06/03/92,0.89,2.467M,2.2523,25.9395,404.44,10.64,7.932
28/02/92,0.92,2.515M,2.2974,26.4262,412.7,11.55,7.789
21/02/92,0.95,2.507M,2.2974,26.4749,411.46,11.86,7.945
14/02/92,0.94,2.513M,2.3019,26.532,412.48,10.43,7.906
07/02/92,0.93,2.516M,2.2919,26.4072,411.09,11.77,7.76
31/01/92,0.95,2.503M,2.2817,26.2625,408.79,14.26,7.758
24/01/92,0.94,2.525M,2.3221,26.7184,415.48,13.62,7.708
17/01/92,0.91,2.547M,2.3386,26.8914,418.86,12.38,7.614
10/01/92,0.91,2.526M,2.3195,26.6666,415.1,12.84,7.462
03/01/92,0.94,2.552M,2.3419,26.9632,419.34,13.21,7.48
27/12/91,0.92,2.475M,2.2762,22.7492,406.46,17.77,7.513
20/12/91,0.95,2.357M,2.1661,21.6056,387.04,15.64,7.589
13/12/91,0.95,2.339M,2.149,21.3856,384.47,15.52,7.774
06/12/91,0.98,2.31M,2.1205,21.1049,379.09,15.74,7.806
29/11/91,0.99,2.285M,2.0971,20.8515,375.22,14.91,7.942
22/11/91,0.98,2.276M,2.0954,20.8683,376.14,15.31,7.981
15/11/91,0.99,2.317M,2.1307,21.2023,382.62,15.32,7.821
08/11/91,0.95,2.367M,2.185,21.7494,392.89,10.79,7.872
01/11/91,0.94,2.361M,2.1784,21.6675,391.32,10.46,7.93
25/10/91,0.98,2.317M,2.1453,21.1465,384.2,9.59,8.046
18/10/91,0.91,2.365M,2.1915,21.6028,392.5,10.22,7.955
11/10/91,0.93,2.287M,2.1293,20.9988,381.45,8.91,7.867
04/10/91,0.93,2.283M,2.1281,20.9684,381.24,8.16,7.783
27/09/91,0.91,2.306M,2.157,19.6584,385.9,13.88,7.821
20/09/91,0.9,2.318M,2.168,19.7646,387.92,14.09,7.892
13/09/91,0.91,2.291M,2.1409,19.518,383.59,14.81,7.94
06/09/91,0.91,2.325M,2.1741,19.7896,389.1,14.42,8.015
30/08/91,0.9,2.364M,2.2113,20.1135,395.43,14.42,8.06
23/08/91,0.93,2.356M,2.1963,19.8638,394.17,14.6,8.125
16/08/91,0.89,2.302M,2.1468,19.4188,385.58,9.27,8.088
09/08/91,0.87,2.314M,2.1558,19.5061,387.12,11.06,8.22
02/08/91,0.87,2.311M,2.1574,19.529,387.18,12,8.244
26/07/91,0.87,2.271M,2.1332,19.393,380.93,12.24,8.388
19/07/91,0.93,2.291M,2.1517,19.5468,384.22,12.97,8.474
12/07/91,0.92,2.267M,2.1282,19.3229,380.25,13.05,8.442
05/07/91,0.88,2.229M,2.0935,18.9871,374.08,13.63,8.495
28/06/91,0.91,2.21M,2.0884,17.2898,371.16,12.3,8.406
21/06/91,0.93,2.249M,2.1294,17.5798,377.75,11.88,8.51
14/06/91,0.99,2.276M,2.155,17.7889,382.29,13.49,8.47
07/06/91,0.99,2.257M,2.1363,17.6241,379.43,13.68,8.476
31/05/91,0.98,2.318M,2.1946,18.1072,389.83,13.53,8.265
24/05/91,1.03,2.243M,2.1316,17.6465,377.49,14.1,8.306
17/05/91,1.02,2.211M,2.1026,17.3866,372.39,14.91,8.279
10/05/91,1,2.231M,2.12,17.5242,375.74,15.94,8.306
03/05/91,1,2.262M,2.1497,17.7469,380.8,15.36,8.227
26/04/91,1.04,2.253M,2.1449,17.717,379.02,15.1,8.211
19/04/91,1.12,2.284M,2.1771,17.9741,384.2,15.3,8.245
12/04/91,1.09,2.265M,2.1546,17.7878,380.4,15.06,8.153
05/04/91,1.12,2.226M,2.1257,17.5291,375.36,15,8.166
29/03/91,1.14,2.23M,2.1202,17.078,375.22,13.62,8.246
22/03/91,1.16,2.18M,2.0781,16.7684,367.48,15.66,8.308
15/03/91,1.14,2.216M,2.1134,17.0405,373.59,16.38,8.288
08/03/91,1.19,2.222M,2.1154,17.0586,374.95,16.09,8.31
01/03/91,1.24,2.199M,2.0905,16.8546,370.47,15.84,8.288
22/02/91,1.22,2.169M,2.068,16.6638,365.65,18.22,8.061
15/02/91,1.23,2.189M,2.0865,16.8035,369.06,18.2,7.977
08/02/91,1.26,2.136M,2.0306,16.3612,359.35,18.42,7.958
01/02/91,1.34,2.038M,1.9404,15.6226,343.05,17.36,8.091
25/01/91,1.39,1.988M,1.9056,15.3854,336.07,17.21,8.227
18/01/91,1.43,1.958M,1.8831,15.2153,332.23,16.98,8.167
11/01/91,1.46,1.857M,1.7845,14.4307,315.23,13.57,8.358
04/01/91,1.36,1.889M,1.8158,14.6892,321,11.9,8.207
28/12/90,1.43,1.924M,1.8721,14.9842,328.72,11.18,8.298
21/12/90,1.42,1.942M,1.8883,15.1019,331.75,12.67,8.281
14/12/90,1.34,1.913M,1.8605,14.8834,326.82,15.22,8.188
07/12/90,1.33,1.917M,1.8643,14.9201,327.75,15.54,8.184
30/11/90,1.33,1.889M,1.8347,14.728,322.22,16.74,8.486
23/11/90,1.27,1.845M,1.7962,14.4179,315.1,19.02,8.447
16/11/90,1.34,1.857M,1.8078,14.4846,317.12,22.05,8.45
09/11/90,1.37,1.836M,1.7865,14.337,313.74,21.36,8.622
02/11/90,1.29,1.825M,1.7747,14.2252,311.85,22.63,8.689
26/10/90,1.3,1.783M,1.7418,13.9626,304.71,23.18,8.775
19/10/90,1.22,1.824M,1.7828,14.2947,312.48,22.69,8.753
12/10/90,1.15,1.744M,1.7071,13.6664,300.03,20.09,8.958
05/10/90,1.11,1.81M,1.7729,14.1837,311.5,20.44,8.789
28/09/90,1.13,1.784M,1.7569,13.356,306.05,21.9,8.949
21/09/90,1.15,1.816M,1.7945,13.5861,311.32,21.02,9.123
14/09/90,1.03,1.845M,1.8239,13.8008,316.83,22.87,9.022
07/09/90,0.98,1.885M,1.8626,14.0712,323.4,23.42,8.913
31/08/90,1,1.88M,1.8526,13.9635,322.56,22.96,8.984
24/08/90,1.04,1.815M,1.7905,13.4727,311.51,19.35,9.155
17/08/90,0.99,1.907M,1.8824,14.1611,327.83,17.56,8.943
10/08/90,1,1.956M,1.9299,14.4927,335.52,16.41,8.777
03/08/90,0.95,2.01M,1.9843,14.9004,344.86,13.53,8.555
27/07/90,0.93,2.061M,2.05,15.3682,353.44,13.5,8.478
20/07/90,0.95,2.109M,2.0935,15.686,361.61,13.18,8.538
13/07/90,0.97,2.141M,2.1259,15.9007,367.31,13.54,8.449
06/07/90,0.97,2.079M,2.069,15.3938,358.42,13.62,8.505
29/06/90,0.98,2.076M,2.0995,15.2943,358.02,13.14,8.4
22/06/90,0.98,2.06M,2.0989,15.3629,355.43,12.64,8.48
15/06/90,0.98,2.103M,2.1427,15.6477,362.91,12.43,8.424
08/06/90,0.94,2.076M,2.1105,15.3815,358.71,11.71,8.443
01/06/90,0.92,2.102M,2.1324,15.5518,363.16,11.77,8.419
25/05/90,0.95,2.053M,2.1039,15.4737,354.58,12.35,8.668
18/05/90,0.97,2.053M,2.098,15.4203,354.64,11.65,8.702
11/05/90,0.95,2.039M,2.08,15.2176,352,12.55,8.641
04/05/90,0.92,1.944M,1.9994,14.6449,338.39,10.84,8.816
27/04/90,0.86,1.835M,1.9353,14.0432,329.11,10.96,9.021
20/04/90,0.84,1.848M,1.97,14.2884,335.12,10.72,8.943
13/04/90,0.8,1.822M,2.0228,14.6516,344.34,10.9,8.576
06/04/90,0.84,1.792M,1.9976,14.4811,340.08,11.07,8.521
30/03/90,0.83,1.785M,2.0691,14.3403,339.94,11.87,8.626
23/03/90,0.78,1.772M,2.071,14.2982,337.22,12.28,8.478
16/03/90,0.82,1.793M,2.0973,14.4903,341.91,12.02,8.54
09/03/90,0.89,1.771M,2.0697,14.2801,337.93,12.84,8.624
02/03/90,0.94,1.759M,2.0535,14.1599,335.54,14.81,8.548
23/02/90,0.92,1.70M,1.9595,13.5233,324.15,14.55,8.557
16/02/90,0.9,1.746M,2.0116,13.8846,332.72,16.08,8.46
09/02/90,0.91,1.753M,2.0175,13.9261,333.62,16.86,8.331
02/02/90,0.95,1.734M,2.0013,13.8364,330.92,16.93,8.51
26/01/90,0.95,,,13.94,325.8,16.41,8.522
19/01/90,0.95,,,14.24,339.15,14.67,8.27
12/01/90,0.95,,,14.66,339.93,14.44,8.171
05/01/90,0.97,,,15.12,352.2,11.92,8.056
09/11/22,,31.046M,,,,,
04/11/22,,31.234M,3.7974,18.2299,3770.55,27.96,4.2463
15/04/22,,36.627M,4.3764,22.0363,4392.59,21.51,2.9147
24/12/21,,39.506M,4.856,26.0962,4725.79,17.91,1.9052
02/04/21,,33.509M,4.3498,28.9147,4019.87,17.74,2.3564
01/01/21,,31.19M,3.971,30.4079,3756.07,9.45,1.6449
25/12/20,,30.749M,4.1218,29.1867,3703.06,11.12,1.6602
03/07/20,,25.509M,3.536,23.8211,3130.01,26.81,1.4272
10/04/20,,22.669M,3.1582,19.004,2789.82,87.98,1.3435
19/04/19,,23.794M,3.365,19.1128,2905.03,10.03,2.961
30/03/18,,22.126M,3.24,21.1454,2640.87,19.17,2.9737
10/11/17,,21.669M,3.1864,21.5196,2582.3,4.5,2.8797
14/04/17,,19.686M,2.9954,20.3459,2328.95,6.22,2.8923
11/11/16,,18.346M,2.7876,20.1303,2164.45,10.07,2.935
25/03/16,,17.427M,2.7635,18.7417,2035.94,14.52,2.673
10/11/22,,,3.9377,18.8967,3909.32,29.54,4.1168
